OID	File	Portion	English	廣東話口語（Colloquial Cantonese）v1028
142	Abigail	Event_Grave1	See? You understand why I'm out here, then.#$b#I've lived in the valley my whole life, but I've never really done anything memorable. I want to go on an adventure!$8	睇到未呀？咁你就明白我點解要離呢度。 #$b#我永世都喺山卡罅入面，但我從來冇真正做過啲咩令人難忘慨嘢。我想去冒險！ $8
143	Abigail	Event_Grave2	Sure. I don't want to kill anything, either. I just want to do a little exploring without risking my neck!#$b#I've lived in the valley my whole life, but I've never really done anything memorable. I want to go on an adventure!$8	當然，我都唔想殺死任何嘢。我只係想喺唔危及我頸慨情況下，做一啲探索！ #$b#我喺山卡罅度生活咗一世，但我從來冇真正做過啲咩令人難忘慨嘢。我想去探險！ $8
144	Abigail	Event_Grave3	Oh, it's because I'm a girl... isn't it? Ugh...$u^Why? I'm just as strong as you!$a#$b#I'm not some fragile princess.. I can take care of myself!$a#$b#I've lived in the valley my whole life, but I've never really done anything memorable. I want to go on an adventure!$8	哦，呢，係因為我係個女仔……唔係呀？ Ugh……$u^點解？我同你一樣堅強！ $a#$b#我唔係咩脆弱慨公主。我可以照顧自己！ $a#$b#我喺山卡罅度生活咗一世，但我從來冇真正做過啲咩難忘慨嘢。我想去冒險！ $8
145	Abigail	Event_Grave4	Really? That's surprising.$8#$b#I've lived in the valley my whole life, but I've never really done anything memorable. I want to go on an adventure!$8	真係咩？呢個系令人驚訝慨。 $8#$b#我喺山卡罅度生活咗一世，但我從來冇真正做過啲咩令人難忘慨嘢。我想去冒險！ $8
146	Abigail	Event_Rain_1	I see...$8	我明喇……$8
147	Abigail	Event_Rain_2	Yea... I guess you would be one to appreciate this somber ambience.	係啊。我估你會系一個欣賞呢陰鬱氛圍慨人。
148	Abigail	Event_Rain_3	...That's true.$8	…咁都係真慨。$8
149	Abigail	Event_Tragic_1	Yeah... I guess my own life is okay...$s	係呀，我諗我自己慨生活都唔錯……$s
150	Abigail	Event_Tragic_2	...!$h	...!$h
151	Abigail	Event_Tragic_3	I would feel better if I could believe that...#$b#But I don't.$s	如果可以信呢一點，我會覺得更加好……#$b#，但我唔信。$s
152	Abigail	Event_Cave2_1	@...$8	@...$8
153	Abigail	Event_Cave2_2	@... I'm alright.$8	@我好好$8
154	Abigail	Event_Cave_1	...okay.$8	好在.$8……
155	Abigail	Event_Cave_2	I guess when you have something to lose, it's normal to be afraid...$l	我想當你有嘢要失去慨時候，驚係正常慨……$l
156	Abigail	Event_Cave_3	...Um, okay. Sorry.$9	…哇，好慨。對唔住.$9
157	Abigail	summer_1	Summer's here. It's not really my favorite season.#$e#The air is so muggy I feel like I'm floating in soup.	夏天嚟嘞。呢並唔係我最鍾意慨季節。 #$e#空氣系啲啖慨焗，我覺得我喺湯裡漂浮。
158	Abigail	summer_Mon	My pet guinea pig, David, just hates this hot weather. He's fussy.	我寵物豚鼠，David，只係憎呢種暑熱慨天氣。佢好揀擇。
159	Abigail	summer_Tue	The air is so thick with honey and nectar all summer. I almost feel dizzy.$u	成個夏天，空氣中慨蜜糖同花蜜都好濃。我差唔多覺得頭暈目眩。$u
160	Abigail	summer_Wed	Have you decorated your house at all? That's what I'd be doing if I had a house.	你有無裝潢過你間屋？如果我有間屋，我都會啖做。
161	Abigail	summer_6	I went to the beach last night, after dark... Sometimes you can see strange lights bobbing over the sea.#$e#Or maybe that was just a dream I had... It doesn't feel real anymore.	我尋晚去沙灘，喺天黑之後，有時你可以睇到怪慨燈光喺海面上#$e#或者或者嗰只係我個夢……感覺已經流。
162	Abigail	summer_Thu	If I knew how to use a sword I would be exploring those caves by the mountain lake right now. It's probably nice and cool in there.	如果我知點使用劍，我而家就會去探索山湖邊啲山窿。嗰度可能又好又凍。
163	Abigail	summer_Thu4	Ew, I hope I don't get a tan this summer.$s	呃，我希望呢個夏天，我唔會畀曬黑。$s
164	Abigail	summer_Fri	I kind of wish I had a cat. Unfortunately, my Dad is allergic to pretty much everything.	我有D希望我有一隻貓。不幸慨系，我阿爸對幾乎所有嘢都過敏。
165	Abigail	summer_Sat	I'm looking forward to fall... the cool mountain breeze, the swirling red petals, the smell of mushrooms... *sigh*	我等咗好耐住秋天……涼爽慨山風，旋轉慨紅色花瓣，油蘑菇慨味道……*嚡嚡聲*。
166	Abigail	summer_Sun	Do you ever get an urge to go exploring, @?#$q 25/26 summer_Sun_old#Okay... pretend you just won a free vacation. Where would you go?#$r 25 0 Sun_25#The beach#$r 26 30 Sun_26#In a dark cave#$r 26 30 Sun_26#The old, gnarled forest#$r 25 0 Sun_25#Joja Mega-Mall	你有過想去探險慨衝動呀，@？ #$q 25/26 summer_Sun_old#好啦，扮你啱啱贏得咗個免費慨假。你會去邊呀？ #$r 25 0 Sun_25#The beach#$r 26 30 Sun_26#黑洞#$r 26 30 Sun_26#森林t#$r 25 0 Sun_25#Joja Mega-Mall
167	Abigail	summer_Sun_old	$p 25#I do... but you probably wouldn't like the places I'm thinking about...|Maybe we'll be neighbors someday. I think we both have similar, weird tastes.$h	$p 25#我願意……但你可能唔鍾意我想慨嗰啲地方……|或者有一日我哋會成為隔離。我想我哋都有類似慨、出奇品味。$h
168	Abigail	Sun_25	Huh. I think that would get old fast.	嗯。我想咁會好快變老。
169	Abigail	Sun_26	Yea! That sounds wonderful.$h	係呀！呢聽落好好。呢聽落好好。$h
170	Abigail	summer_Wed2	I would love to live in an old farmhouse like you.#$b#The creak of a floorboard, the slow plumes of dust whispering through the rafters... There's something special about an old building, isn't there?	我好想喺好似你啖慨老式農舍度。 #$b#地板慨吱吱聲，嚤佗慨灰塵穿過椽子竊竊私語……。老建築有一啲特別之處，唔係咩？
171	Abigail	summer_Tue4	You're an interesting guy, @. I'm glad you moved here.$h^You're an interesting lady, @. I'm glad you moved here.$h	你係一個得意慨人，@。我好開心你搬離呢度。 $h^你係個得意慨女士，@。我好開心你搬離呢度。 $h
172	Abigail	summer_Sat6	I'm actually enjoying myself this summer.$h#$e#It's funny how quickly one's outlook can change.	我其實好享受呢個夏天。 $h#$e#好好玩，一個人慨道德觀念可以快手改變。
173	Abigail	summer_Mon8	I used to think Pelican Town was kinda drab, but lately I'm starting to love some things about it.$h	我曾經話鵜鶘鎮有啲單調，但最近我開始鍾意佢慨一啲嘢。$h
174	Abigail	summer_Thu10	Wow, you look nice today.#$e#I mean, that summer air is really good for the complexion, isn't it?... heh...$l	哇，你今日睇落唔錯。 #$e#我慨意思系，夏天慨空氣對膚色真係好好，唔係呀……$l系呵呵……
175	Abigail	summer_Fri10	Do you ever get lonely on your farm?	你喺你個農場上有過孤獨嗎？
176	Abigail	fall_1	Ah... Fall's here!$h#$e#I was getting so tired of summer.	呀……秋天到啦！$h#$e#我對夏天覺得好厭倦。
177	Abigail	fall_Mon	I need to stretch my legs and get some fresh air today.	我今日要伸展我腳，呼吸D新鮮空氣。
178	Abigail	fall_Tue	$d joja#I try to help out in the shop on most days. Business has been pretty bad since the Joja Mart opened, though.|Ever since Joja Mart shut down we've been doing great at the shop!$h	$d joja#我盡量喺大多數日子企到店裡幫手。不過自從Joja Mart星期開業以嚟，生意都好差。 |自從Joja Mart關閉以嚟，我哋店裡生意都好好，$h
179	Abigail	fall_Wed	I can't wait to see some pumpkins this year.$h#$e#The spirit's eve festival happens at the end of the season. It's pretty low-key compared to what you'd see in Zuzu City, but for a small town like this it's a lot of fun.	我迫不及待地想睇到今年慨一啲番瓜。 $h#$e#精神前夕慨節發生喺季慨最後。唔關你喺祖城睇到慨比，佢都幾低調，但係對於啖一個小鎮嚟講，佢係好得意慨。
180	Abigail	fall_Thu	#$1 AbigailHAND#Last night I dreamt that my left hand had turned into a gigantic %noun. Does that mean anything?#$e#%Abigail doesn't seem to be interested in talking right now.	#$1 AbigailHAND#尋晚我發夢見到我左手變咗個墟冚冚慨%名詞。呢意味住乜嘢呀？ #$e#%Abigail而家好似對講嘢唔有興趣。
181	Abigail	fall_Sat	$d cc#I can't believe you fixed up that old Community Center all by yourself. I'm really impressed.|Do you have any scarecrows on your farm?	$d cc#我唔敢相信你一個人將個舊議員中心整翻好喇。我真係好佩服。 |你個農場入面有稻草人嗎？
182	Abigail	fall_Sun	Hmm... what should I do tonight?#$q 27/28 fall_Sun_old#I was thinking about dyeing my hair again... what do you think?#$r 27 10 Sun_27#Dye it black.#$r 27 10 Sun_27#Why not blonde?#$r 27 20 Sun_WildColor#How about bubblegum pink?#$r 28 0 Sun_28#I like your hair just the way it is!	嗯……我今晚應該做咩？ #$q 27/28 fall_Sun_old#我喺度諗再次染髮……你點睇？#$r 27 10 Sun_27#染成黑色。#$r 27 10 Sun_27#點解唔係金髮？#$r 27 20 Sun_WildColor#吹波膠粉色點啊？#$r 28 0 Sun_28#我鍾意你啲頭髮系咁！
183	Abigail	fall_Sun_old	$p 27#I was going to dye my hair but then I decided against it.|Yes? What is it?	$p 27#我本來想染髮慨，但後來決定唔|染。系咩？系乜嘢呢？
184	Abigail	Sun_27	I guess that's a pretty safe choice, huh?#$e#I'll think about it.	我諗呢系一個好安全慨揀，系呵呵。 #$e#我考慮下啦。
185	Abigail	Sun_28	Of course that's what you'd say.$u	梗係你會講慨。 $u
186	Abigail	Sun_WildColor	You're always good for a laugh.$h	你成日可唔可以俾人笑得好開心。$h
187	Abigail	fall_Wed2	Are you growing pumpkins on your farm this year?#$e#Save one for me!$h	你今年喺你個農場種番瓜呀？ #$e#畀我留個！ $h
188	Abigail	fall_Tue4	I may fight with my parents a lot, but I know they're just looking out for me. They're doing what they think is best.$s#$b#I dunno why I'm saying this to you. Don't tell anyone.$8	可能我成日同我阿爸阿媽喺度嗌交，但我知佢哋只係為我諗。佢哋喺度做佢哋認為系最好慨嘢。 $s#$b#我唔知點解我會對你話啲。唔好話畀任何人。$8
189	Abigail	fall_Sat6	Hi.$h#$e#Your hair looks cool today... did you do something different?	嗨$h#$e#你啲頭髮今日好似好有型……你做咗咩唔同慨事咩？
190	Abigail	fall_Mon8	You know, I could actually see myself becoming a farmer some day...#$e#But how would that ever happen? *chuckle*$l	你知呀，其實我可以睇到自己有一日會成為一個農民……#$e#但呢點可能*發生呢？ chuckle*$l
191	Abigail	fall_Thu10	I had an interesting dream last night, with you in it.#$e#It was a good dream.$h	我尋晚整咗個得意慨夢，入面有你。 #$e#呢系一個好夢。$h
192	Abigail	fall_Fri6	I wish the season lasted a little longer.$8#$e#When the wind really picks up, I almost feel like a kid again.	我希望呢個季節可以持續更長慨時間。 $8#$e#當風真係返起身慨時候，我差唔多覺得自己又好似個仔。
193	Abigail	fall_Fri10	I usually feel lonely this time of year, but not anymore.$l#$e#@, what are your plans for the future?	我通常喺年年慨呢個時候仲系孤獨，但而家唔會嘞。 $l#$e#@，你對未來有乜嘢計劃？
194	Abigail	winter_1	Well, fall is over...$s#$e#But I like winter, too!$h	哇，秋天已經過去喇……$s#$e#，但係我都鍾意冬天！ $h
195	Abigail	winter_Mon	It's just too cold to go outside much.#$e#But I do enjoy building a snowgoon.$h	只係太凍啦，唔好出去。#$e#但我真係鍾意造一個雪球。$h
196	Abigail	winter_Tue	Doesn't a steaming hot cup of cocoa sound good right now?	而家飲杯熱氣騰騰慨谷古聽落唔係好唔好啊？
197	Abigail	winter_Wed	Hi. Is it boring to be a farmer during the winter?	嗨，喺冬天做農民係咪好悶？
198	Abigail	spring_12	I'm definitely going to enter the egg hunt tomorrow. Are you?	我聽日梗要參加尋蛋活動。你係咩？
199	Abigail	spring_23	Well, tomorrow is the flower dance. Dancing is alright, but they make me wear this stupid white dress...$s	哇，聽日系花舞會。跳舞係可以慨，但係佢哋畀我著呢個壽慨白裙……$s
200	Abigail	winter_7	I'm looking forward to making a snow man tomorrow.	我好等咗好耐聽日做一個雪人。
201	Abigail	fall_26	Will I see you tomorrow at the Spirit's Eve festival? Look for me in the haunted maze.$h	我聽日會喺聖靈節前夕見到你呀？喺鬧鬼慨迷宮度搵我。$h
202	Abigail	summer_10	Everyone's excited for the Luau tomorrow. Maybe a little nervous, too, considering the Governor will be here.	個個都對聽日慨Luau節覺得興奮。或者都有少少緊張，諗到州長會喺呢度。
203	Abigail	summer_27	You can't miss tomorrow's festival. It's one of the most beautiful wonders of the valley.	你唔好錯過聽日慨節。佢係山卡罅中最美麗慨奇蹟之一。
204	Abigail	winter_24	I'm going to eat so much cranberry sauce tomorrow.$h	我聽日要食好多蔓越莓醬料。$h
205	Abigail	winter_Thu	Another year is almost over.#$e#It goes by so fast, doesn't it?$s	又一年快收檔咯。 #$e#佢過得好快，唔係咩？$s
206	Abigail	winter_Fri	One thing I've learned living here... everyone stares at you if you look different.	我喺呢度生活學到咗一件事，如果你生得唔一樣，個個都會睇住你睇。
207	Abigail	winter_Sat	It's the weekend!#$e#That means I can play twice as many video games.$h#$e#Bye.	今日系週末！ #$e#呢意味住我可以打好耐機。$h#$e#拜拜。
208	Abigail	winter_Sun	Oh, hello.#$q 29/30 winter_Sun_old#I made these two drawings. What do you think?#$r 29 20 Sun_29#I like the jungle island and the tiger.#$r 30 5 Sun_30#I like the orc with the battleaxe.#$r 29 -50 Sun_Bad#I don't like either of them.	哦，你好。 #$q 29/30 winter_Sun_old#畫呢兩幅畫。你覺得點？#$r 29 20 Sun_29#我鍾意叢林島同老虎。#$r 30 5 Sun_30#我鍾意攞住戰斧慨獸人。#$r 29 -50 Sun_Bad#我唔中意佢哋中慨任何一個。
209	Abigail	winter_Sun_old	$p 29#Remember those drawings I showed you a while ago? I accidentally threw them away.$s|Remember that drawing I showed you with the orc? I entered it into an online contest and won 50g!$h	$p 29#仲記得我冇幾耐前畀你睇啲畫嗎？我唔小心將佢哋抌咗。$s|仲記唔記得我畀你睇嗰張有獸人慨畫嗎？我將佢參加咗個網上競賽，贏咗五十克！$h
210	Abigail	Sun_29	Oh yeah? I guess that makes sense.	哦，是嗎？我想這是有道理的。
211	Abigail	Sun_30	I'm glad. It's embarrassing to share your art with others. But I think you and I are on the same page.	我很高興。與別人分享你的藝術是很尷尬的。但我認為你和我的想法是一致的。
212	Abigail	Sun_Bad	Rude! Why would you hurt my feelings like that? You're so insensitive!$s	粗魯！你為什麼要這樣傷害我的感情？你太不敏感了！ $s
213	Abigail	winter_Wed2	Hi. If you're ever bored, you can always hang out in my room.#$e#As long as I'm not changing, of course!	嗨，如果你覺得無聊，你可以隨時到我的房間去玩。 #$e#當然，只要我不換衣服!
214	Abigail	winter_Tue4	It's so cold, I wish we had a hot cup of cocoa to share.$h	天氣太冷了，我希望我們有一杯熱可可可以分享。$h
215	Abigail	winter_Sat6	I've been daydreaming a lot lately...#$e#Oh! You want to know what it's about? Well...$u#$b#...It's a secret.$h	我最近經常做白日夢......#$e#哦！你想知道是關於什麼的？嗯...$u#$b#...這是個秘密。 $h
216	Abigail	winter_Thu10	Another year is almost over...#$b#But this was a really good year, don't you think?$h	又是一年快過去了......#$b#但今年真的是個好年頭，你不覺得嗎？$h
217	Abigail	winter_Wed6	It must be nice not having crops to worry about this time of year.#$e#And that means you can hang out with me more often!$h	每年的這個時候沒有莊稼人的煩惱一定很好。 #$e#這意味著你可以更經常地和我一起玩！ $h
218	Abigail	winter_Fri10	@, there's something I want to tell you...#$e#It's just... um... well... your boots! They, uh...look really clean... *gulp*#$e#That's all... *sigh*$s	@，有件事我想告訴你......#$e#這只是......嗯......嗯......你的靴子! 它們，呃......看起來真的很乾淨......。 *gulp*#$e#That's all... *sigh*$s
502	Emily	Introduction	Ooh!... I can read it on your face. You're going to love it here in Pelican Town.#$b#If you're ever looking for something to do in the evening, stop by the saloon. That's where I work!	哦！ ...。我可以從你的臉上看出來。你會喜歡這裡的鵜鶘鎮的。 #$b#如果你想在晚上找點事做，請到酒館來。那是我工作的地方!
503	Emily	Resort_Entering	Oh, I like this place! It's full of parrots!	哦，我喜歡這個地方！這裡到處都是鸚鵡!
504	Emily	Resort_Leaving	Ah... my lungs feel perfect.	啊......我的肺部感覺很完美。
505	Emily	Resort_Shore	Can you feel it? The ocean has a profound healing energy.	你能感覺到嗎？海洋有一種深刻的治療能量。
506	Emily	Resort_Chair	Are you having fun, @? You need to remember to take breaks now and then too!	你玩得開心嗎，@？你也要記得時不時地休息一下!
507	Emily	Resort_Bar	It's nice to be on this side of the bar for once!$h	很高興能站在酒吧的這一邊，這一次！ $h
508	Emily	Resort	If you open your heart to the sun, you can feel a loving energy inside of you.$h	如果你向太陽敞開心扉，你可以感受到你體內的愛的能量。$h
509	Emily	Resort_Dance	%Emily is lost in the music.	%Emily迷失在音樂中。
510	Emily	danceRejection	I'm very sorry... but I've already agreed to dance with someone else.$u	我非常抱歉......但我已經同意和別人跳舞了。$u
511	Emily	divorced	@... You broke my heart... I just can't talk to you anymore.$s#$e#Please, let me try to heal...$s	@... 你傷了我的心... 我只是不能再和你說話了。 $s#$e#請讓我試著去治愈...$s
512	Emily	dumped_Girls	...$s	...$s
513	Emily	breakUp	B...But I thought we had a special bond... *sniff*$s	......但我認為我們有一種特殊的聯繫......。 *sniff*$s
514	Emily	reject_866	Oh, that's beautiful... I have a friend who would love that! But she lives far from here...	哦，太美了... 我有個朋友會喜歡這樣的! 但她住得離這裡很遠...
515	Emily	secondChance_Girls	@... I'm ready to give you a second chance. I still have faith that there's a good person inside of you.$s	@... 我已經準備好給你第二次機會。我仍然有信心，你的內心有一個好人。$s
516	Emily	Mon	Have I told you Haley and I are sisters? Strange, isn't it?	我有沒有告訴你Haley和我是姐妹？很奇怪，不是嗎？
517	Emily	Mon2	I have a secret hobby, but I won't say any more.#$e#Maybe I'll show you some day.$h	我有一個秘密的愛好，但我不會說更多。 #$e#也許有一天我會給你看。 $h
518	Emily	Mon4	This world is full of spirits and magic... Some don't believe me, but I know it's true.#$e#I can see it in your eyes... you believe in the other world, like me.	這個世界充滿了精神和魔法......。有些人不相信我，但我知道這是真的。 #$e#我可以從你的眼睛裡看到...你相信另一個世界，像我一樣。
519	Emily	Mon6	I wish Haley would get a job or at least contribute to cooking and cleaning.$s#$e#I think she's hoping to marry someone rich.$u	我希望Haley能找到一份工作，或者至少為做飯和打掃衛生做出貢獻。 $s#$e#我認為她希望能嫁給一個有錢人。$u
520	Emily	Mon6_inlaw_Haley	I have to say, now that Haley's gone I've had a much easier time keeping things in order.	我不得不說，現在Haley走了，我在維持秩序方面輕鬆多了。
521	Emily	Mon8	There's good people in this town who just can't seem to find happiness. It makes me sad.$u#$e#Working in the saloon, I hear first-hand about everyone's problems.$u	這個鎮上有很多好人，他們似乎都找不到幸福。這讓我很難過。$u#$e#在酒館工作，我聽到了每個人的問題的第一手資料。$u
522	Emily	Tue	I work part-time at Gus' saloon. It pays the bills.	我在Gus的酒館做兼職。它能支付賬單。
523	Emily	Tue4	I'm just working at Gus' to make ends meet... but my real passion is tailoring.$u#$e#I made these clothes from scratch, see?	我在Gus酒吧工作只是為了維持生計......但我真正的愛好是裁縫。$u#$e#我從頭開始做這些衣服，看到了嗎？
524	Emily	Tue6	Oh, hi... It's nice of you to visit me like this.$h	哦，嗨... 你能這樣來看我真是太好了。 $h
525	Emily	Tue8	You know, @... I think the future looks bright for both of us.	你知道，@... 我想我們兩個人的未來看起來都很美好。
526	Emily	Wed	I've heard rumors of rare and powerful magic rings, forged long ago by forgotten civilizations. I'm not sure if it's true or just a fairy tale.	我聽說過稀有而強大的魔法戒指的傳聞，是很久以前由被遺忘的文明鑄造的。我不知道這是真的還是只是一個童話故事。
527	Emily	Wed4	You catch fish? I just hope you treat the poor things humanely.$s#$e#Every critter deserves our respect, even the slimy ones.	你捕魚嗎？我只希望你能人道地對待這些可憐的東西。 $s#$e#每個小動物都值得我們尊重，即使是那些粘糊糊的。
528	Emily	Wed6	Have faith... every day you're taking one more step on the path of your destiny.	要有信心......每一天你都會在你的命運之路上多走一步。
